selected,authors,title,url,conf,code,slides,comments,tags
,K. A. Ross,Alpha Radiation is a Major Germ-Line Mutagen over Evolutionary Timescales,http://www.cs.columbia.edu/%7Ekar/pubsk/ffar1999.pdf,Evolutionary Ecology Research 2006,,,,
,"J. Cieslewicz, J. Berry, B. Hendrickson, and K.A. Ross",Realizing Parallelism in Database Operations: Insights from a Massively Multithreaded Architecture,http://www.cs.columbia.edu/%7Ekar/pubsk/damon06.pdf,DAMON 2006 (Best Paper Award winner.),,,,
,"P. Ipeirotis, E. Agichtein, P. Jain, and L. Gravano",To Search or to Crawl? Towards a Query Optimizer for Text-Centric Tasks,#,SIGMOD 2006,,,,
,"M. J. Franklin, S. R. Jeffery, S. Krishnamurthy, F. Reiss, S. Rizvi, E. Wu, O. Cooper, A. Edakkunni, and W. Hong",Design Considerations for High Fan-In Systems: The HiFi Approach,http://sirrice.github.io/files/papers/,CIDR 2005,,,,
,K. A. Ross,Academic Dishonesty and the Internet,http://portal.acm.org/citation.cfm?id=1089107.1089131,Communications of the ACM 2005,,,,
,"K. A. Ross, A. Janevski, and J. Stoyanovich",A Faceted Query Engine Applied to Archaeology,http://www.cs.columbia.edu/%7Ekar/pubsk/vldb2005demo.pdf,VLDB 2005 Demo,,,,
,"J. Zhou, J. Cieslewicz, K. A. Ross, and M. Shah",Improving Database Performance on Simultaneous Multithreading Processors,http://www.cs.columbia.edu/%7Ekar/pubsk/vldb2005.pdf,VLDB 2005,,,,
,"K. A. Ross, J. Cieslewicz, J. Rao, and J. Zhou",Architecture Sensitive Database Design: Examples from the Columbia Group,http://www.cs.columbia.edu/%7Ekar/pubsk/debull2005.pdf,IEEE Data Eng. Bull. 2005,,,,
,"P. Ipeirotis, A. Ntoulas, J. Cho, and L. Gravano",Modeling and Managing Content Changes in Text Databases,#,ICDE 2005,,,,
,"O. Cooper, A. Edakkunni, M. J. Franklin, W. Hong, S. R. Jeffery, S. Krishnamurthy, F. Reiss, S. Rizvi, and E. Wu",HiFi: A Unified Architecture for High Fan-in Systems,#,VLDB 2004 Demo,,,,
,K. A. Ross and J. Stoyanovich,Symmetric Relations and Cardinality Bounded Multisets in Database Systems,http://www.cs.columbia.edu/%7Ekar/pubsk/symm.pdf,VLDB 2004,,,,
,K. A. Ross and A. Janevski,Querying Faceted Databases,http://www.cs.columbia.edu/%7Ekar/pubsk/swdbfinal.pdf,SWDB Workshop 2004,,,,
,J. Zhou and K. A. Ross,Buffering Database Operations for Enhanced Instruction Cache Performance,http://www.cs.columbia.edu/%7Ekar/pubsk/icache.pdf,SIGMOD 2004,,,,
,"A. Aho, A. D. Keromytis, V. Misra, J. Nieh, K. A. Ross, and Y. Yemini","FlowPuter: A Cluster Architecture Unifying Switch, Server and Storage Processing",http://www1.cs.columbia.edu/~kar/pubsk/flowputer.pdf,First International Workshop on Data Processing and Storage Networking: Towards Grid Computing 2004,,,,
,K. A. Ross,Selection Conditions in Main Memory,http://www.cs.columbia.edu/%7Ekar/pubsk/selcondsTODS.pdf,TODS 2004,,,,
,"S. Chaudhuri, L. Gravano, and A. Marian",Optimizing Top-k Selection Queries over Multimedia Repositories,http://www1.cs.columbia.edu/~gravano/Papers/2004/tkde04.pdf,TKDE 2004,,,,
,"A. Marian, N. Bruno, and L. Gravano",Evaluating Top-k Queries over Web-Accessible Databases,http://www1.cs.columbia.edu/~gravano/Papers/2004/tods04.pdf,TODS 2004,,,,
,"E. Agichtein, S. Lawrence, and L. Gravano",Learning to Find Answers to Questions on the Web,http://www1.cs.columbia.edu/~gravano/Papers/2004/toit04.pdf,TOIT 2004,,,,
,P. Ipeirotis and L. Gravano,When one Sample is not Enough: Improving Text Database Selection Using Shrinkage,#,SIGMOD 2004,,,,
,"S. Chaudhuri, V. Ganti, and L. Gravano",Selectivity Estimation for String Predicates: Overcoming the Underestimation Problem,#,ICDE 2004,,,,
,J. Zhou and K. A. Ross,Buffering Accesses to Memory-Resident Index Structures,http://www.cs.columbia.edu/%7Ekar/pubsk/buffer.pdf,VLDB 2003,,,,
,J. Zhou and K. A. Ross,A Multi-Resolution Block Storage Model for Database Design,http://www.cs.columbia.edu/%7Ekar/pubsk/mbsmfinal.ps,IDEAS 2003,,,,
,"L. Gravano, P. Ipeirotis, and M. Sahami",QProber: A System for Automatic Classification of Hidden-Web Databases,http://www1.cs.columbia.edu/~gravano/Papers/2003/tois03.pdf,TOIS 2003,,,,
,"L. Gravano, V. Hatzivassiloglou, and R. Lichtenstein",Categorizing Web Queries According to Geographical Locality,#,CIKM 2003,,,,
,"V. Hristidis, L. Gravano, and Y. Papakonstantinou",Efficient IR-Style Keyword Search over Relational Databases,#,VLDB 2003,,,,
,"L. Gravano, P. Ipeirotis, N. Koudas, and D. Srivastava",Text Joins in an RDBMS for Web Data Integration,#,WWW 2003,,,,
,E. Agichtein and L. Gravano,Querying Text Databases for Efficient Information Extraction,#,ICDE 2003,,,,
,"N. Bruno, L. Gravano, N. Koudas, and D. Srivastava",Navigation- vs. Index-Based XML Multi-Query Processing,#,ICDE 2003,,,,
,"L. Gravano, P. Ipeirotis, N. Koudas, and D. Srivastava",Text Joins for Data Cleansing and Integration in an RDBMS,#,ICDE 2003,,,,
,"E. Agichtein, P. Ipeirotis, and L. Gravano",Modeling Query-Based Access to Text Databases,,WebDB 2003,,,,
,E. Agichtein and L. Gravano,QXtract: A Building Block for Efficient Information Extraction from Text Databases (demonstration),,SIGMOD 2003,,,,
,K. A. Ross,Selection Conditions in Main Memory,http://www.cs.columbia.edu/%7Ekar/pubsk/selections.pdf,PODS 2002,,,,
,J. Zhou and K. A. Ross,Implementing Database Operations Using SIMD Instructions,http://www.cs.columbia.edu/%7Ekar/pubsk/simd.pdf,SIGMOD 2002,,,,
,"N. Bruno, S. Chaudhuri, and L. Gravano",Top-k Selection Queries over Relational Databases: Mapping Strategies and Performance Evaluation,http://www1.cs.columbia.edu/~gravano/Papers/2002/tods02.pdf,TODS 2002,,,,
,P. Ipeirotis and L. Gravano,Distributed Search over the Hidden-Web: Hierarchical Database Sampling and Selection,#,VLDB 2002,,,,
,"N. Bruno, L. Gravano, and A. Marian",Evaluating Top-k Queries over Web-Accessible Databases,#,ICDE 2002,,,,
,"P. Ipeirotis, T. Barry, and L. Gravano",Extending SDARTS: Extracting Metadata from Web Databases and Interfacing with the Open Archives Initiative,#,JCDL 2002,,,,
,"L. Gravano, P. Ipeirotis, and M. Sahami",Query- vs. Crawling-based Classification of Searchable Web Databases,,IEEE Data Eng. Bull. 2002,,,,
,"K. A. Ross, I. Sitzmann, and P. J. Stuckey",Cost-Based Unbalanced R-Trees,http://www.cs.columbia.edu/%7Ekar/pubsk/curtree.pdf,SSDBM 2001,,,,
,"F. Fabret, H. A. Jacobsen, F. Llirbat, J. Pereira, K. A. Ross, and D. Shasha",Filtering Algorithms and Implementation for Very Fast Publish/Subscribe,http://www.cs.columbia.edu/%7Ekar/pubsk/pubsub.ps,SIGMOD 2001,,,,
,"L. Gravano, P. Ipeirotis, H. V. Jagadish, N. Koudas, S. Muthukrishnan, and D. Srivastava",Approximate String Joins in a Database (Almost) for Free,#,VLDB 2001,,,,
,"P. Ipeirotis, L. Gravano, and M. Sahami","Probe, Count, and Classify: Categorizing Hidden Web Databases",#,SIGMOD 2001,,,,
,"N. Bruno, S. Chaudhuri, and L. Gravano",STHoles: A Multidimensional Workload-Aware Histogram,#,SIGMOD 2001,,,,
,"N. Green, P. Ipeirotis, and L. Gravano",SDLIP + STARTS = SDARTS: A Protocol and Toolkit for Metasearching,#,JCDL 2001,,,,
,"K. McKeown, S.-F. Chang, J. Cimino, S. Feiner, C. Friedman, L. Gravano, V. Hatzivassiloglou, S. Johnson, D. Jordan, J. Klavans, A. Kushniruk, V. Patel, and S. Teufel","PERSIVAL, a System for Personalized Search and Summarization over Multimedia Healthcare Information",#,JCDL 2001,,,,
,"E. Agichtein, S. Lawrence, and L. Gravano",Learning Search Engine Specific Query Transformations for Question Answering,#,WWW 2001,,,,
,"E. Agichtein, L. Gravano, J. Pavel, V. Sokolova, and A. Voskoboynik",Snowball: A Prototype System for Extracting Relations from Large Text Collections (demonstration),,SIGMOD 2001,,,,
,"P. Ipeirotis, L. Gravano, and M. Sahami",PERSIVAL Demo: Categorizing Hidden-Web Resources (demonstration),,JCDL 2001,,,,
,"L. Gravano, P. Ipeirotis, H. V. Jagadish, N. Koudas, S. Muthukrishnan, L. Pietarinen, and D. Srivastava",Using q-grams in a DBMS for Approximate String Processing,,IEEE Data Eng. Bull. 2001,,,,
,"J. L. Ambite, Y. Arens, E. Hovy, A. Philpot, L. Gravano, V. Hatzivassiloglou, and J. Klavans",Simplifying Data Access: The Energy Data Collection Project,,IEEE Computer 2001,,,,
,"S. Berchtold, H. V. Jagadish, and K. A. Ross",Independence Diagrams: A Technique for Data Visualization,http://www.cs.columbia.edu/%7Ekar/pubsk/jei00.ps,Journal of Electronic Imaging 2000,,,,
,"J. Pereira, F. Fabret, F. Llirbat, R. Preotiuc-Pietro, K. A. Ross, and D. Shasha",Publish/Subscribe on the Web at Extreme Speed,http://www.cs.columbia.edu/%7Ekar/pubsk/vldb_demo00.ps,VLDB 2000 Demo,,,,
,K. A. Ross and K. A. Zaman,Optimizing Selections over Datacubes,http://www.cs.columbia.edu/%7Ekar/pubsk/selcube.ps,SSDBM 2000,,,,
,K. A. Ross and K. A. Zaman,Serving Datacube Tuples from Main Memory,http://www.cs.columbia.edu/%7Ekar/pubsk/memcube.ps,SSDBM 2000,,,,
,J. Rao and K. A. Ross,Making B+-Trees Cache Conscious in Main Memory,http://www.cs.columbia.edu/%7Ekar/pubsk/csbplustrees.ps,SIGMOD 2000,,,,
,"J. Ding, L. Gravano, and N. Shivakumar",Computing Geographical Scopes of Web Resources,#,VLDB 2000,,,,
,"V. Hatzivassiloglou, L. Gravano, and A. Maganti",An Investigation of Linguistic Features and Clustering Algorithms for Topical Document Clustering,#,SIGIR 2000,,,,
,E. Agichtein and L. Gravano,Snowball: Extracting Relations from Large Plain-Text Collections,#,JCDL 2000,,,,
,"P. Ipeirotis, L. Gravano, and M. Sahami",Automatic Classification of Text Databases through Query Probing,,"WebDB 2000, Also in LNCS Series no. 1997, Springer, 2001",,,,
,"E. Agichtein, E. Eskin, and L. Gravano",Combining Strategies for Extracting Relations from Text Collections,,DMKD 2000,,,,
,L. Gravano,Characterizing Web Resources for Improved Search,,"Position paper for the First NSF-DELOS Workshop on Information Seeking, Searching, and Querying in Digital Libraries, 2000",,,,
,J. Rao and K. A. Ross,Cache Conscious Indexing for Decision-Support in Main Memory,http://www.cs.columbia.edu/%7Ekar/pubsk/csstrees.ps,VLDB 1999,,,,
,Z. Li and K. A. Ross,Fast Joins Using Join Indices,http://www.cs.columbia.edu/%7Ekar/pubsk/tslamjive.ps,VLDB Journal 1999,,,,
,"L. Gravano, H. Garcia-Molina, A. Tomasic",GlOSS: Text-Source Discovery over the Internet,http://www1.cs.columbia.edu/~gravano/Papers/1998/TODS/tods.pdf,TODS 1999,,,,
,S. Chaudhuri and L. Gravano,Evaluating Top-k Selection Queries,#,VLDB 1999,,,,
,"O. Buyukkokten, J. Cho, H. Garcia-Molina, L. Gravano, and N. Shivakumar",Exploiting Geographical Location Information of Web Pages,,WebDB 1999,,,,
,"S. F. Chang, L. Gravano, G. E. Kaiser, K. A. Ross, and S. Stolfo",Database Research at Columbia University,http://www.cs.columbia.edu/%7Ekar/pubsk/sigmodrecord.ps,SIGMOD Record 1998,,,,
,J. Rao and K. A. Ross,Reusing Invariants: A New Strategy for Correlated Queries,http://www.cs.columbia.edu/%7Ekar/pubsk/invariant.ps,SIGMOD 1998,,,,
,"K. A. Ross, D. Srivastava, and D. Chatziantoniou",Complex Aggregation at Multiple Granularities,http://www.cs.columbia.edu/%7Ekar/pubsk/mfcubeedbt.ps,EDBT 1998,,,,
,"K. A. Ross, D. Srivastava, P. J. Stuckey and S. Sudarshan",Foundations of Aggregation Constraints,http://www.cs.columbia.edu/%7Ekar/pubsk/aggconstraints.ps,Theoretical Computer Science 1998,,,,
,L. Gravano and Y. Papakonstantinou,Mediating and Metasearching on the Internet,,IEEE Data Eng. Bull 1998,,,,
,"M. Roscheisen, M. Baldonado, C.-C. K. Chang, L. Gravano, S. Ketchpel, and A. Paepcke",The Stanford InfoBus and Its Service Layers: Augmenting the Internet with Higher-Level Information Management Protocols,,"Digital Libraries in Computer Science: The MeDoc Approach, LNCS Series, 1998",,,,
,"D. Barbara, W. DuMouchel, C. Faloutsos, P. J. Haas, J. M. Hellerstein, Y. Ioannidis, H. V. Jagadish, T. Johnson, R. Ng, V. Poosala, K. A. Ross, and K. C. Sevcik",The New Jersey Data Reduction Report,ftp://ftp.research.microsoft.com/pub/debull/dec97-letfinal.ps,IEEE Data Eng. Bull. 1997,,,,
,I. S. Mumick and K. A. Ross,Attribute-Oriented View Definitions in Relational and Deductive Databases,http://www.cs.columbia.edu/%7Ekar/pubsk/ardood.ps,Fifth International Conference on Deductive and Object-Oriented Databases 1997,,,,
,K. A. Ross and D. Srivastava,Fast Computation of Sparse Datacubes,http://www.cs.columbia.edu/%7Ekar/pubsk/fastcube.ps,VLDB 1997,,,,
,D. Chatziantoniou and K. A. Ross,Groupwise Processing of Relational Queries,http://www.cs.columbia.edu/%7Ekar/pubsk/groupwise.ps,VLDB 1997,,,,
,"A. Kawaguchi, D. Lieuwen, I. S. Mumick, and K. A. Ross",Implementing Incremental View Maintenance in Nested Data Models,http://www.cs.columbia.edu/%7Ekar/pubsk/nested.pdf,International Workshop on Database Programming Languages 1997,,,,
,H. Lei and K. A. Ross,"Faster Joins, Self-Joins and Multi-Way Joins Using Join Indices",http://www.cs.columbia.edu/%7Ekar/pubsk/stripedke.ps,International Workshop on Next Generation Information Technologies and Systems 1997,,,,
,"L. Colby, A. Kawaguchi, D. Lieuwen, I. Mumick, and K. A. Ross",Supporting Multiple View Maintenance Policies,http://www.cs.columbia.edu/%7Ekar/pubsk/viewpolicies.ps,SIGMOD 1997,,,,
,"A. Kawaguchi, D. Lieuwen, I. Mumick, D. Quass, and K. A. Ross",Concurrency Control Theory for Deferred Materialized Views,http://www.cs.columbia.edu/%7Ekar/pubsk/cctheory.ps,ICDT 1997,,,,
,K. A. Ross and Y. Sagiv,Monotonic Aggregation in Deductive Databases,http://www.cs.columbia.edu/%7Ekar/pubsk/aggmon.ps,Journal of Computer and System Sciences 1997,,,,
,"M. Baldonado, C.-C. K. Chang, L. Gravano, and A. Paepcke",The Stanford Digital Library Metadata Architecture,http://www1.cs.columbia.edu/~gravano/Papers/1997/jodl97.pdf,International Journal on Digital Libraries 1997,,,,
,"A. Tomasic, L. Gravano, C. Lue, P. Schwarz, and L. Haas",Data Structures for Efficient Broker Implementation,http://www1.cs.columbia.edu/~gravano/Papers/1997/tois97.pdf,TOIS 1997,,,,
,L. Gravano and H. Garcia-Molina,Merging Ranks from Heterogeneous Internet Sources,#,VLDB 1997,,,,
,"M. Baldonado, C.-C. K. Chang, L. Gravano, and A. Paepcke",Metadata for Digital Libraries: Architecture and Design Rationale,#,JCDL 1997,,,,
,"L. Gravano, C.-C. K. Chang, H. Garcia-Molina, and A. Paepcke",STARTS: Stanford Proposal for Internet Meta-Searching,#,SIGMOD 1997,,,,
,L. Gravano,Resource Indexing and Discovery In a Globally Distributed Digital Library,,"Position paper for the NSF-EU Digital Library Collaboratory Working Group, 1997",,,,
,L. Gravano,Querying Multiple Document Collections across the Internet,,"Ph.D. Dissertation, Stanford University (advisor: H. Garcia-Molina), August 1997",,,,
,D. Chatziantoniou and K. A. Ross,Querying Multiple Features of Groups in Relational Databases,http://www.cs.columbia.edu/%7Ekar/pubsk/groups.ps,VLDB 1996,,,,
,"K. A. Ross, D. Srivastava, and S. Sudarshan",Materialized View Maintenance and Integrity Constraint Checking: Trading Space for Time,http://www.cs.columbia.edu/%7Ekar/pubsk/spacetime.ps,SIGMOD 1996,,,,
,K. A. Ross,Tail Recursion Elimination in Deductive Databases,http://www.cs.columbia.edu/%7Ekar/pubsk/tailrecursion.ps,ACM Transactions on Database Systems 1996,,,,
,"H. Garcia-Molina, L. Gravano, and N. Shivakumar",dSCAM: Finding Document Copies across Multiple Databases,#,"PDIS 1996
",,,,
,S. Chaudhuri and L. Gravano,Optimizing Queries over Multimedia Repositorie,#,SIGMOD 1996,,,,
,S. Chaudhuri and L. Gravano,Optimizing Queries over Multimedia Repositories,,IEEE Data Eng. Bull 1996,,,,
,"L. Gravano, C.-C. K. Chang, H. Garcia-Molina, and A. Paepcke",Informal Internet Standards at Stanford,,Position paper for the 1996 World-Wide Web Consortium (W3C) Distributed Indexing/Searching Workshop 1996,,,,
,"A. Gupta, I. S. Mumick, J. Rao, and K. A. Ross",Adapting Materialized Views After Redefinitions: Techniques and a Performance Study,http://www.cs.columbia.edu/%7Ekar/pubsk/adaptation.ps,SIGMOD 1995,,,,
,K. A. Ross,Efficiently Following Object References for Large Object Collections and Small Main Memory,http://www.cs.columbia.edu/%7Ekar/pubsk/oojive.ps,Fourth International Conference on Deductive and Object-Oriented Databases 1995,,,,
,K. A. Ross,Structural Totality and Constraint Stratification,http://www.cs.columbia.edu/%7Ekar/pubsk/stot.ps,PODS 1995,,,,
,Z. Li and K. A. Ross,PERF Join: An Alternative To Semijoin and Bloom Join,http://www.cs.columbia.edu/%7Ekar/pubsk/perf.ps,CIKM 1995,,,,
,L. Gravano and H. Garcia-Molina,Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies,#,"VLDB 1995
",,,,
,"R. Ramakrishnan, K. A. Ross, D. Srivastava, and S. Sudarshan",Efficient Incremental Evaluation of Queries with Aggregation,http://www.cs.columbia.edu/%7Ekar/pubsk/incagg.ps,International Symposium on Logic Programming 1994,,,,
,K. A. Ross,A Syntactic Stratification Condition Using Constraints,http://www.cs.columbia.edu/%7Ekar/pubsk/sproc.ps,International Symposium on Logic Programming 1994,,,,
,K. A. Ross,Constraint Stratification in Deductive Databases,http://www.cs.columbia.edu/%7Ekar/pubsk/cstratddb.ps,ICLP Workshop on Deductive Databases 1994,,,,
,K. A. Ross,Modular Stratification and Magic Sets for Datalog Programs with Negation,http://www.cs.columbia.edu/%7Ekar/pubsk/modstrat.ps,JCSS 1994,,,,
,K. A. Ross,On Negation in HiLog,http://www.cs.columbia.edu/%7Ekar/pubsk/hilog.ps,Journal of Logic Programming 1994,,,,
,R. Cypher and L. Gravano,"Storage-Efficient, Deadlock-Free Packet Routing Algorithms for Torus Networks",http://www1.cs.columbia.edu/~gravano/Papers/1994/IEEE_tc94.ps,TC 1994,,,,
,R. Cypher and L. Gravano,"Requirements for Deadlock-Free, Adaptive Packet Routing",http://www1.cs.columbia.edu/~gravano/Papers/1994/SIAM_jc94.ps,SIAM Journal on Computing 1994,,,,
,"L. Gravano, G. Pifarre, P. Berman, and J. Sanz",Adaptive Deadlock- and Livelock-Free Routing with All Minimal Paths in Torus Networks,http://www1.cs.columbia.edu/~gravano/Papers/1994/tpdsDec94.pdf,TPDS 1994,,,,
,"G. Pifarre, L. Gravano, G. Denicolay, and J. Sanz",Adaptive Deadlock- and Livelock-Free Routing in the Hypercube Network,http://www1.cs.columbia.edu/~gravano/Papers/1994/tpdsNov94.pdf,TPDS 1994,,,,
,"G. Pifarre, L. Gravano, S. Felperin, and J. Sanz","Fully Adaptive Minimal Deadlock-Free Packet Routing in Hypercubes, Meshes, and Other Networks: Algorithms and Simulations",http://www1.cs.columbia.edu/~gravano/Papers/1994/tpdsMar94.pdf,TPDS 1994,,,,
,"L. Gravano, H. Garcia-Molina, and A. Tomasic",Precision and Recall of GlOSS Estimators for Database Discovery,#,PDIS 1994,,,,
,"L. Gravano, H. Garcia-Molina, and A. Tomasic",The Effectiveness of GlOSS for the Text-Database Discovery Problem,#,SIGMOD 1994,,,,
,I. S. Mumick and K. A. Ross,`Noodle: A Language for Declarative Querying in an Object-Oriented Database,http://www.cs.columbia.edu/%7Ekar/pubsk/noodle.ps,Third International Conference on Deductive and Object-Oriented Databases 1993,,,,
,I. S. Mumick and K. A. Ross,An Architecture for Declarative Object-Oriented Databases,#,JILPS Workshop on Deductive Databases 1992,,,,
,K. A. Ross,Relations with Relation Names as Arguments: Algebra and Calculus,http://www.cs.columbia.edu/%7Ekar/pubsk/relationnames.ps,PODS 1992,,,,
,K. A. Ross,A Procedural Semantics for Well-Founded Negation in Logic Programs,http://www.cs.columbia.edu/%7Ekar/pubsk/procedural.ps,Journal of Logic Programming 1992,,,,
,R. Cypher and L. Gravano,"Requirements for Deadlock-Free, Adaptive Packet Routing",#,PODC 1992,,,,
,R. Cypher and L. Gravano,"Adaptive, Deadlock-Free Packet Routing in Torus Networks with Minimal Storage",#,ICPP 1992,,,,
,"P. Berman, L. Gravano, G. Pifarre, and J. Sanz",Adaptive Deadlock- and Livelock-Free Routing with All Minimal Paths in Torus Networks,#,SPAA 1992,,,,
,"L. Gravano, G. Pifarre, G. Denicolay, and J. Sanz",Adaptive Deadlock-Free Worm-Hole Routing in Hypercubes,#,IPPS 1992,,,,
,K. A. Ross,Modular Acyclicity and Tail Recursion in Logic Programs,http://dl.acm.org/citation.cfm?id=113422,PODS 1991,,,,
,K. A. Ross,On Negation in HiLog,http://www.cs.columbia.edu/~kar/pubsk/hilog.ps,PODS 1991,,,,
,G. K. Robinson and K. A. Ross,Blending in the Ends of Chevron Stockpiles,#,Bulk Solids Handling 1991,,,,
,"A. V. Gelder, K. A. Ross, and J. S. Schlipf",The Well-Founded Semantics for General Logic Programs,http://www.cs.columbia.edu/%7Ekar/pubsk/wfjacm.ps,JACM 1991,,,,
,"G. Phipps, M. A. Derr, and K. A. Ross",Glue-Nail: A Deductive Database System,http://www.cs.columbia.edu/%7Ekar/pubsk/gluenail.ps,SIGMOD 1991,,,,
,"S. Felperin, L. Gravano, G. Pifarre, and J. Sanz",Fully-Adaptive Routing: Packet Switching Performance and Worm-Hole Algorithms,#,SC 1991,,,,
,"G. Pifarre, L. Gravano, S. Felperin, and J. Sanz","Fully-Adaptive Minimal Deadlock-Free Packet Routing in Hypercubes, Meshes, and Other Networks",#,SPAA 1991,,,,
,"S. Felperin, L. Gravano, G. Pifarre, and J. Sanz",Routing Techniques for Massively Parallel Communication,,Proceedings of the IEEE 1991,,,,
,K. A. Ross,Modular Stratification and Magic Sets for Datalog Programs with Negation,http://www.cs.columbia.edu/~kar/pubsk/modstrat.ps,PODS 1990,,,,
,K. A. Ross,A Procedural Semantics for Well-Founded Negation in Logic Programs,http://www.cs.columbia.edu/~kar/pubsk/procedural.ps,PODS 1989,,,,
,K. A. Ross,The Well-Founded Semantics for Disjunctive Logic Programs,#,First International Conference on Deductive and Object Oriented Databases 1989,,,,
,"A. V. Gelder, K. A. Ross, and J. S. Schlipf",Unfounded Sets and Well-Founded Semantics for General Logic Programs,http://dl.acm.org/citation.cfm?id=308444,PODS 1988,,,,
,K. A. Ross and R. W. Topor,Inferring Negative Information From Disjunctive Databases,http://link.springer.com/article/10.1007/BF00297247,Journal of Automated Reasoning 1988,,,,
,K. A. Ross and C. J. Thompson,Iteration of Some Discretizations of the Nonlinear Schrodinger Equation,http://dx.doi.org/10.1016/0378-4371(86)90159-7,Physica 1986,,,,
,"C. J. Thompson, K. A. Ross, B. J. P. Thompson, and M. Lakshmanan",Chaotic Planar States of the Discrete Dynamical Anisotropic Heisenberg Spin Chain,http://dx.doi.org/10.1016/0378-4371(85)90072-X,Physica 1985,,,,